vaccine_coverage_cat,pathogen_cat,complication_cat,time,prob_gte1
25% lower,Rubella,Congenital rubella syndrome,2970,0.063
25% lower,Rubella,Congenital rubella syndrome,3000,0.0644999999999999
25% lower,Rubella,Congenital rubella syndrome,3030,0.0654999999999999
25% lower,Rubella,Congenital rubella syndrome,3060,0.06599999999999981
25% lower,Rubella,Congenital rubella syndrome,3090,0.06849999999999984
25% lower,Rubella,Congenital rubella syndrome,3120,0.06849999999999984
25% lower,Rubella,Congenital rubella syndrome,3150,0.06950000000000019
25% lower,Rubella,Congenital rubella syndrome,3180,0.0705000000000004
25% lower,Rubella,Congenital rubella syndrome,3210,0.0714999999999998
25% lower,Rubella,Congenital rubella syndrome,3240,0.07250000000000015
25% lower,Rubella,Congenital rubella syndrome,3270,0.07250000000000015
25% lower,Rubella,Congenital rubella syndrome,3300,0.07250000000000015
25% lower,Rubella,Congenital rubella syndrome,3330,0.07250000000000015
25% lower,Rubella,Congenital rubella syndrome,3360,0.07250000000000015
25% lower,Rubella,Congenital rubella syndrome,3390,0.07299999999999975
25% lower,Rubella,Congenital rubella syndrome,3420,0.07449999999999983
25% lower,Rubella,Congenital rubella syndrome,3450,0.07500000000000029
25% lower,Rubella,Congenital rubella syndrome,3480,0.07550000000000005
25% lower,Rubella,Congenital rubella syndrome,3510,0.07550000000000005
25% lower,Rubella,Congenital rubella syndrome,3540,0.0759999999999998
25% lower,Rubella,Congenital rubella syndrome,3570,0.07650000000000029
25% lower,Rubella,Congenital rubella syndrome,3600,0.07749999999999975
25% lower,Rubella,Congenital rubella syndrome,3630,0.07849999999999999
25% lower,Rubella,Congenital rubella syndrome,3660,0.07899999999999976
25% lower,Rubella,Congenital rubella syndrome,3690,0.08049999999999974
25% lower,Rubella,Congenital rubella syndrome,3720,0.08100000000000017
25% lower,Rubella,Congenital rubella syndrome,3750,0.08199999999999971
25% lower,Rubella,Congenital rubella syndrome,3780,0.08349999999999969
25% lower,Rubella,Congenital rubella syndrome,3810,0.08400000000000023
25% lower,Rubella,Congenital rubella syndrome,3840,0.08400000000000023
25% lower,Rubella,Congenital rubella syndrome,3870,0.08400000000000023
25% lower,Rubella,Congenital rubella syndrome,3900,0.08449999999999988
25% lower,Rubella,Congenital rubella syndrome,3930,0.08550000000000019
25% lower,Rubella,Congenital rubella syndrome,3960,0.08599999999999985
25% lower,Rubella,Congenital rubella syndrome,3990,0.086500000000000285
25% lower,Rubella,Congenital rubella syndrome,4020,0.08899999999999979
25% lower,Rubella,Congenital rubella syndrome,4050,0.08950000000000023
25% lower,Rubella,Congenital rubella syndrome,4080,0.09049999999999991
25% lower,Rubella,Congenital rubella syndrome,4110,0.09049999999999991
25% lower,Rubella,Congenital rubella syndrome,4140,0.09100000000000016
25% lower,Rubella,Congenital rubella syndrome,4170,0.09300000000000003
25% lower,Rubella,Congenital rubella syndrome,4200,0.09400000000000018
25% lower,Rubella,Congenital rubella syndrome,4230,0.09550000000000008
25% lower,Rubella,Congenital rubella syndrome,4260,0.09649999999999982
25% lower,Rubella,Congenital rubella syndrome,4290,0.09850000000000027
25% lower,Rubella,Congenital rubella syndrome,4320,0.0994999999999997
25% lower,Rubella,Congenital rubella syndrome,4350,0.1015000000000002
25% lower,Rubella,Congenital rubella syndrome,4380,0.10300000000000012
25% lower,Rubella,Congenital rubella syndrome,4410,0.10349999999999976
25% lower,Rubella,Congenital rubella syndrome,4440,0.10450000000000012
25% lower,Rubella,Congenital rubella syndrome,4470,0.10600000000000011
25% lower,Rubella,Congenital rubella syndrome,4500,0.10700000000000019
25% lower,Rubella,Congenital rubella syndrome,4530,0.10799999999999987
25% lower,Rubella,Congenital rubella syndrome,4560,0.1085000000000002
25% lower,Rubella,Congenital rubella syndrome,4590,0.1085000000000002
25% lower,Rubella,Congenital rubella syndrome,4620,0.10949999999999986
25% lower,Rubella,Congenital rubella syndrome,4650,0.1119999999999999
25% lower,Rubella,Congenital rubella syndrome,4680,0.11249999999999992
25% lower,Rubella,Congenital rubella syndrome,4710,0.11549999999999981
25% lower,Rubella,Congenital rubella syndrome,4740,0.11750000000000017
25% lower,Rubella,Congenital rubella syndrome,4770,0.11750000000000017
25% lower,Rubella,Congenital rubella syndrome,4800,0.11900000000000019
25% lower,Rubella,Congenital rubella syndrome,4830,0.12200000000000011
25% lower,Rubella,Congenital rubella syndrome,4860,0.12450000000000006
25% lower,Rubella,Congenital rubella syndrome,4890,0.1279999999999999
25% lower,Rubella,Congenital rubella syndrome,4920,0.12949999999999987
25% lower,Rubella,Congenital rubella syndrome,4950,0.1309999999999998
25% lower,Rubella,Congenital rubella syndrome,4980,0.1324999999999998
25% lower,Rubella,Congenital rubella syndrome,5010,0.1324999999999998
25% lower,Rubella,Congenital rubella syndrome,5040,0.13399999999999979
25% lower,Rubella,Congenital rubella syndrome,5070,0.1350000000000002
25% lower,Rubella,Congenital rubella syndrome,5100,0.13600000000000018
25% lower,Rubella,Congenital rubella syndrome,5130,0.13750000000000018
25% lower,Rubella,Congenital rubella syndrome,5160,0.13900000000000015
25% lower,Rubella,Congenital rubella syndrome,5190,0.14050000000000018
25% lower,Rubella,Congenital rubella syndrome,5220,0.1414999999999998
25% lower,Rubella,Congenital rubella syndrome,5250,0.14200000000000015
25% lower,Rubella,Congenital rubella syndrome,5280,0.14299999999999977
25% lower,Rubella,Congenital rubella syndrome,5310,0.1450000000000003
25% lower,Rubella,Congenital rubella syndrome,5340,0.14549999999999982
25% lower,Rubella,Congenital rubella syndrome,5370,0.14699999999999985
25% lower,Rubella,Congenital rubella syndrome,5400,0.1499999999999998
25% lower,Rubella,Congenital rubella syndrome,5430,0.15299999999999989
25% lower,Rubella,Congenital rubella syndrome,5460,0.15550000000000003
25% lower,Rubella,Congenital rubella syndrome,5490,0.1565000000000002
25% lower,Rubella,Congenital rubella syndrome,5520,0.1565000000000002
25% lower,Rubella,Congenital rubella syndrome,5550,0.15800000000000008
25% lower,Rubella,Congenital rubella syndrome,5580,0.15950000000000006
25% lower,Rubella,Congenital rubella syndrome,5610,0.16149999999999984
25% lower,Rubella,Congenital rubella syndrome,5640,0.16149999999999984
25% lower,Rubella,Congenital rubella syndrome,5670,0.16349999999999984
25% lower,Rubella,Congenital rubella syndrome,5700,0.1644999999999998
25% lower,Rubella,Congenital rubella syndrome,5730,0.1674999999999997
25% lower,Rubella,Congenital rubella syndrome,5760,0.16899999999999982
25% lower,Rubella,Congenital rubella syndrome,5790,0.16950000000000026
25% lower,Rubella,Congenital rubella syndrome,5820,0.17100000000000026
25% lower,Rubella,Congenital rubella syndrome,5850,0.1760000000000002
25% lower,Rubella,Congenital rubella syndrome,5880,0.17649999999999963
25% lower,Rubella,Congenital rubella syndrome,5910,0.17750000000000024
25% lower,Rubella,Congenital rubella syndrome,5940,0.18050000000000002
25% lower,Rubella,Congenital rubella syndrome,5970,0.18100000000000005
25% lower,Rubella,Congenital rubella syndrome,6000,0.1819999999999999
25% lower,Rubella,Congenital rubella syndrome,6030,0.1845000000000001
25% lower,Rubella,Congenital rubella syndrome,6060,0.18649999999999986
25% lower,Rubella,Congenital rubella syndrome,6090,0.1875
25% lower,Rubella,Congenital rubella syndrome,6120,0.18899999999999995
25% lower,Rubella,Congenital rubella syndrome,6150,0.1919999999999999
25% lower,Rubella,Congenital rubella syndrome,6180,0.1919999999999999
25% lower,Rubella,Congenital rubella syndrome,6210,0.19450000000000012
25% lower,Rubella,Congenital rubella syndrome,6240,0.19750000000000012
25% lower,Rubella,Congenital rubella syndrome,6270,0.19949999999999976
25% lower,Rubella,Congenital rubella syndrome,6300,0.20199999999999999
25% lower,Rubella,Congenital rubella syndrome,6330,0.20350000000000001
25% lower,Rubella,Congenital rubella syndrome,6360,0.2054999999999998
25% lower,Rubella,Congenital rubella syndrome,6390,0.2075000000000002
25% lower,Rubella,Congenital rubella syndrome,6420,0.20900000000000019
25% lower,Rubella,Congenital rubella syndrome,6450,0.21150000000000024
25% lower,Rubella,Congenital rubella syndrome,6480,0.21549999999999989
25% lower,Rubella,Congenital rubella syndrome,6510,0.2169999999999999
25% lower,Rubella,Congenital rubella syndrome,6540,0.21750000000000017
25% lower,Rubella,Congenital rubella syndrome,6570,0.21949999999999997
25% lower,Rubella,Congenital rubella syndrome,6600,0.21999999999999983
25% lower,Rubella,Congenital rubella syndrome,6630,0.2220000000000001
25% lower,Rubella,Congenital rubella syndrome,6660,0.22449999999999978
25% lower,Rubella,Congenital rubella syndrome,6690,0.22650000000000015
25% lower,Rubella,Congenital rubella syndrome,6720,0.22849999999999981
25% lower,Rubella,Congenital rubella syndrome,6750,0.22950000000000015
25% lower,Rubella,Congenital rubella syndrome,6780,0.23200000000000015
25% lower,Rubella,Congenital rubella syndrome,6810,0.234
25% lower,Rubella,Congenital rubella syndrome,6840,0.2369999999999999
25% lower,Rubella,Congenital rubella syndrome,6870,0.23849999999999988
25% lower,Rubella,Congenital rubella syndrome,6900,0.24049999999999977
25% lower,Rubella,Congenital rubella syndrome,6930,0.24199999999999966
25% lower,Rubella,Congenital rubella syndrome,6960,0.2440000000000002
25% lower,Rubella,Congenital rubella syndrome,6990,0.24650000000000016
25% lower,Rubella,Congenital rubella syndrome,7020,0.2495000000000001
25% lower,Rubella,Congenital rubella syndrome,7050,0.2534999999999999
25% lower,Rubella,Congenital rubella syndrome,7080,0.25599999999999984
25% lower,Rubella,Congenital rubella syndrome,7110,0.2585000000000001
25% lower,Rubella,Congenital rubella syndrome,7140,0.2619999999999998
25% lower,Rubella,Congenital rubella syndrome,7170,0.265
25% lower,Rubella,Congenital rubella syndrome,7200,0.26799999999999996
25% lower,Rubella,Congenital rubella syndrome,7230,0.27099999999999985
25% lower,Rubella,Congenital rubella syndrome,7260,0.27450000000000013
25% lower,Rubella,Congenital rubella syndrome,7290,0.27649999999999986
25% lower,Rubella,Congenital rubella syndrome,7320,0.2805
25% lower,Rubella,Congenital rubella syndrome,7350,0.282
25% lower,Rubella,Congenital rubella syndrome,7380,0.28699999999999987
25% lower,Rubella,Congenital rubella syndrome,7410,0.2920000000000001
25% lower,Rubella,Congenital rubella syndrome,7440,0.2939999999999999
25% lower,Rubella,Congenital rubella syndrome,7470,0.2954999999999999
25% lower,Rubella,Congenital rubella syndrome,7500,0.30149999999999977
25% lower,Rubella,Congenital rubella syndrome,7530,0.30350000000000016
25% lower,Rubella,Congenital rubella syndrome,7560,0.3060000000000001
25% lower,Rubella,Congenital rubella syndrome,7590,0.3084999999999998
25% lower,Rubella,Congenital rubella syndrome,7620,0.3129999999999999
25% lower,Rubella,Congenital rubella syndrome,7650,0.3150000000000001
25% lower,Rubella,Congenital rubella syndrome,7680,0.31999999999999984
25% lower,Rubella,Congenital rubella syndrome,7710,0.3244999999999998
25% lower,Rubella,Congenital rubella syndrome,7740,0.3265
25% lower,Rubella,Congenital rubella syndrome,7770,0.33049999999999996
25% lower,Rubella,Congenital rubella syndrome,7800,0.33449999999999985
25% lower,Rubella,Congenital rubella syndrome,7830,0.33899999999999986
25% lower,Rubella,Congenital rubella syndrome,7860,0.3435
25% lower,Rubella,Congenital rubella syndrome,7890,0.3459999999999999
25% lower,Rubella,Congenital rubella syndrome,7920,0.34700000000000014
25% lower,Rubella,Congenital rubella syndrome,7950,0.3504999999999999
25% lower,Rubella,Congenital rubella syndrome,7980,0.3530000000000001
25% lower,Rubella,Congenital rubella syndrome,8010,0.3565
25% lower,Rubella,Congenital rubella syndrome,8040,0.36049999999999993
25% lower,Rubella,Congenital rubella syndrome,8070,0.36699999999999994
25% lower,Rubella,Congenital rubella syndrome,8100,0.3715
25% lower,Rubella,Congenital rubella syndrome,8130,0.37449999999999994
25% lower,Rubella,Congenital rubella syndrome,8160,0.37850000000000006
25% lower,Rubella,Congenital rubella syndrome,8190,0.38050000000000006
25% lower,Rubella,Congenital rubella syndrome,8220,0.38399999999999995
25% lower,Rubella,Congenital rubella syndrome,8250,0.38800000000000007
25% lower,Rubella,Congenital rubella syndrome,8280,0.39150000000000007
25% lower,Rubella,Congenital rubella syndrome,8310,0.39500000000000013
25% lower,Rubella,Congenital rubella syndrome,8340,0.40100000000000013
25% lower,Rubella,Congenital rubella syndrome,8370,0.4055
25% lower,Rubella,Congenital rubella syndrome,8400,0.4095000000000002
25% lower,Rubella,Congenital rubella syndrome,8430,0.41100000000000014
25% lower,Rubella,Congenital rubella syndrome,8460,0.4170000000000001
25% lower,Rubella,Congenital rubella syndrome,8490,0.422
25% lower,Rubella,Congenital rubella syndrome,8520,0.4274999999999999
25% lower,Rubella,Congenital rubella syndrome,8550,0.4304999999999998
25% lower,Rubella,Congenital rubella syndrome,8580,0.43400000000000005
25% lower,Rubella,Congenital rubella syndrome,8610,0.4375
25% lower,Rubella,Congenital rubella syndrome,8640,0.4409999999999998
25% lower,Rubella,Congenital rubella syndrome,8670,0.4455000000000002
25% lower,Rubella,Congenital rubella syndrome,8700,0.45200000000000007
25% lower,Rubella,Congenital rubella syndrome,8730,0.4575000000000002
25% lower,Rubella,Congenital rubella syndrome,8760,0.4645000000000001
25% lower,Rubella,Congenital rubella syndrome,8790,0.4724999999999999
25% lower,Rubella,Congenital rubella syndrome,8820,0.47800000000000015
25% lower,Rubella,Congenital rubella syndrome,8850,0.48149999999999993
25% lower,Rubella,Congenital rubella syndrome,8880,0.4895000000000002
25% lower,Rubella,Congenital rubella syndrome,8910,0.49449999999999983
25% lower,Rubella,Congenital rubella syndrome,8940,0.49900000000000005
25% lower,Rubella,Congenital rubella syndrome,8970,0.5055000000000002
25% lower,Rubella,Congenital rubella syndrome,9000,0.5109999999999999
25% lower,Rubella,Congenital rubella syndrome,9030,0.5185000000000001
25% lower,Rubella,Congenital rubella syndrome,9060,0.5219999999999999
25% lower,Rubella,Congenital rubella syndrome,9090,0.5295000000000001
25% lower,Rubella,Congenital rubella syndrome,9120,0.5379999999999999
Current levels,Rubella,Congenital rubella syndrome,30,0.0015000000000000113
Current levels,Rubella,Congenital rubella syndrome,60,0.0019999999999999983
Current levels,Rubella,Congenital rubella syndrome,90,0.0030000000000000157
Current levels,Rubella,Congenital rubella syndrome,120,0.0035000000000000005
Current levels,Rubella,Congenital rubella syndrome,150,0.004500000000000022
Current levels,Rubella,Congenital rubella syndrome,180,0.005499999999999995
Current levels,Rubella,Congenital rubella syndrome,210,0.00600000000000002
Current levels,Rubella,Congenital rubella syndrome,240,0.007000000000000025
Current levels,Rubella,Congenital rubella syndrome,270,0.007000000000000025
Current levels,Rubella,Congenital rubella syndrome,300,0.007000000000000025
Current levels,Rubella,Congenital rubella syndrome,330,0.007000000000000025
Current levels,Rubella,Congenital rubella syndrome,360,0.007000000000000025
Current levels,Rubella,Congenital rubella syndrome,390,0.007999999999999993
Current levels,Rubella,Congenital rubella syndrome,420,0.009000000000000029
Current levels,Rubella,Congenital rubella syndrome,450,0.009000000000000029
Current levels,Rubella,Congenital rubella syndrome,480,0.009000000000000029
Current levels,Rubella,Congenital rubella syndrome,510,0.009000000000000029
Current levels,Rubella,Congenital rubella syndrome,540,0.009499999999999998
Current levels,Rubella,Congenital rubella syndrome,570,0.010000000000000002
